,Track_id,Name,Album,Artist,Release_Date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentness,Liveness,Loudness,Valence,Speechness,Tempo,Time_Signature
437,2EiGECydkS2M8OCcRHQZhT,Take Me To Church,Hozier (Special Edition),Hozier,2014-11-06,241688,40,0.588,0.456,0.67,0.0,0.116,-5.212,0.405,0.0574,128.632,4
438,6h7YxRDkRKH4ywEFQsqwDq,SUMMERTIME VIBE,Loading...,ZENG,2020-12-11,225472,44,0.245,0.504,0.631,0.0,0.112,-8.939,0.184,0.4,94.67,4
439,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,40,0.835,0.609,0.378,0.0,0.28,-9.828,0.515,0.438,100.418,4
440,5edBgVtRD0fvWk140Sl21T,Counting Stars,Native,OneRepublic,2013-01-01,257266,40,0.0603,0.662,0.71,0.0,0.119,-4.945,0.465,0.0364,121.979,4
441,3O9BABRNcGdotELKd5Mh4S,I Just Can't Love You,I Just Can't Love You,Chris App,2024-02-16,157624,37,0.253,0.537,0.657,0.0943,0.175,-6.175,0.57,0.0747,214.017,4
442,0tKcYR2II1VCQWT79i5NrW,Thunder,Evolve,Imagine Dragons,2017-06-23,187146,40,0.00683,0.6,0.81,0.21,0.155,-4.749,0.298,0.0479,167.88,4
443,4y651TEIpNCAXywxHf2ysR,Love You True - SMG,Love You True - SMG,Cabela and Schmitt,2023-07-24,242169,47,0.124,0.723,0.598,2.43e-06,0.0987,-9.317,0.59,0.0262,103.998,4
444,3JvKfv6T31zO0ini8iNItO,Another Love,Long Way Down (Deluxe),Tom Odell,2013-06-24,244360,92,0.695,0.445,0.537,1.65e-05,0.0944,-8.532,0.131,0.04,122.769,4
445,6g1NlCpW7fgqDnWbCCDrHl,Wake Me Up - Radio Edit,True,Avicii,2013-01-01,247426,40,0.0038,0.532,0.783,0.0012,0.161,-5.697,0.643,0.0523,124.08,4
446,25khomWgBVamSdKw7hzm3l,The Hills,Beauty Behind The Madness,The Weeknd,2015-08-28,242253,40,0.0861,0.356,0.567,0.0,0.137,-7.011,0.109,0.0798,135.553,5
447,3cLs3m0rKdVMbSpvptvgkf,JAMEY,JAMEY,Call Me Cannon,2024-02-14,312680,37,0.000337,0.636,0.689,0.255,0.119,-6.504,0.42,0.025,96.024,4
448,0JvPvx2NQ7apUsxymnnDkr,feel it,feel it,Kaitlyn Furey,2024-01-19,187128,39,0.00455,0.541,0.631,0.00157,0.633,-6.4,0.601,0.0299,172.141,4
449,2Oehrcv4Kov0SuIgWyQY9e,Demons,Night Visions (Deluxe),Imagine Dragons,2012-09-04,175200,40,0.202,0.327,0.71,9e-05,0.28,-2.928,0.416,0.0547,179.561,4
450,7ujx3NYtwO2LkmKGz59mXp,HUMBLE.,DAMN.,Kendrick Lamar,2017-04-14,177000,40,0.000243,0.906,0.625,3.23e-05,0.0975,-6.779,0.423,0.0903,150.018,4
451,68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,2014 Forest Hills Drive,J. Cole,2014-12-09,292799,91,0.324,0.69,0.521,0.0,0.0534,-8.492,0.494,0.339,100.028,4
452,088TE5gjPG9ptXDghrE4gM,She's Not,She's Not,The Sand Dolls,2024-01-26,184141,37,1.04e-05,0.413,0.881,0.00745,0.388,-6.599,0.395,0.0557,163.072,4
453,2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,Starboy,The Weeknd,2016-11-25,260252,85,0.111,0.582,0.525,0.0,0.134,-7.163,0.51,0.0627,133.249,4
454,7MJQ9Nfxzh8LPZ9e9u68Fq,Lose Yourself,SHADYXV,Various Artists,2014-11-24,320626,76,0.00922,0.689,0.735,0.00072,0.365,-4.545,0.059,0.267,171.403,4
455,5wANPM4fQCJwkGd4rN57mH,drivers license,SOUR,Olivia Rodrigo,2021-05-21,242013,89,0.768,0.561,0.431,1.42e-05,0.106,-8.81,0.137,0.0578,143.875,4
456,48DKpTEVJ2pAjxQbWTad3q,Treat You Better,Illuminate (Deluxe),Shawn Mendes,2017-04-20,187973,59,0.106,0.444,0.819,0.0,0.107,-4.078,0.747,0.341,82.695,4
457,5rF6YUIlgiat22OT1lWspJ,Seventeen Going Under,Seventeen Going Under (Deluxe),Sam Fender,2021-10-08,297933,73,0.00438,0.48,0.87,0.00603,0.0826,-4.792,0.584,0.0362,161.953,4
458,2whoe0pPKh4JRn6eWSIqTV,Stay With Me,In The Lonely Hour,Sam Smith,2014-01-01,172723,40,0.55,0.414,0.419,0.000195,0.11,-6.431,0.18,0.0388,84.082,4
459,463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa,2020-10-01,203064,73,0.00883,0.702,0.825,0.0,0.0674,-3.787,0.915,0.0601,102.977,4
460,6Zc5f20q7sOe1IC1c1jQvZ,Without Me (with Juice WRLD),Without Me (with Juice WRLD),Halsey,2019-01-09,228816,65,0.355,0.744,0.514,0.0,0.184,-6.103,0.449,0.0746,136.013,4
461,4WjH9Bzt3kx7z8kl0awxh4,Lean On (feat. MØ & DJ Snake),Peace Is The Mission,Major Lazer,2015-05-29,176561,40,0.00346,0.723,0.809,0.00123,0.565,-3.081,0.274,0.0625,98.007,4
462,0B7wvvmu9EISAwZnOpjhNI,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-05,213826,56,0.937,0.601,0.271,0.0,0.144,-8.688,0.411,0.0403,145.494,4
463,5Z9KJZvQzH6PFmb8SNkxuk,INDUSTRY BABY (feat. Jack Harlow),MONTERO,Lil Nas X,2021-09-17,212352,78,0.0221,0.741,0.691,0.0,0.0476,-7.395,0.892,0.0672,150.087,4
464,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,2008-05-26,242373,90,0.0954,0.486,0.617,3.23e-06,0.109,-7.115,0.417,0.0287,138.015,4
465,74g7EVHiERdKS15Y05diq7,Mentally Cheating,Where Am I?,Natalie Jane,2023-11-17,180120,58,0.222,0.627,0.421,0.0,0.194,-8.051,0.279,0.0801,78.439,4
466,7BzNT7knTluY0XGlpG5bxe,Congratulations,Stoney (Deluxe),Post Malone,2016-12-09,220293,40,0.182,0.624,0.806,0.0,0.299,-4.271,0.513,0.0364,123.117,4
467,4CeeEOM32jQcH3eN9Q2dGj,Smells Like Teen Spirit,Nevermind (Remastered),Nirvana,1991-09-26,301920,85,2.55e-05,0.502,0.912,0.000173,0.106,-4.556,0.72,0.0564,116.761,4
468,3ft7bvvaCO38yrs1seJhYY,Motive (feat. NO1-NOAH),Motive (feat. NO1-NOAH),Jt5k,2024-02-02,150882,49,0.137,0.804,0.431,1.46e-06,0.148,-7.809,0.582,0.0643,135.989,4
469,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,AM,Arctic Monkeys,2013-09-09,183956,96,0.136,0.464,0.417,0.022,0.0974,-9.345,0.479,0.0256,67.528,4
470,6wBvJG5DXvyiu0XZUahMFa,Night Out,Night Out,Tyler Parker,2024-02-16,178250,27,0.14,0.767,0.578,0.0,0.269,-8.383,0.555,0.137,161.563,4
471,7ygpwy2qP3NbrxVkHvUhXY,Wonderwall - Remastered,(What's The Story) Morning Glory? (Deluxe Remastered Edition),Oasis,1995,258773,80,0.000509,0.375,0.893,0.0,0.187,-4.097,0.434,0.0406,174.323,4
472,0ndXb2CwhrqtyHK6o6eVNd,Murder On The Dancefloor,Read My Lips,Sophie Ellis-Bextor,2002-01-01,230013,56,0.00312,0.734,0.848,1.16e-05,0.313,-5.285,0.863,0.0309,117.31,4
473,456WNXWhDwYOSf5SpTuqxd,Dog Days Are Over,Lungs (Deluxe Version),Florence + The Machine,2009,252818,84,0.0338,0.501,0.809,0.00602,0.119,-5.264,0.258,0.0938,149.964,4
474,2aI21FnmY7TJVKeMaoQZ0t,Say It Right,Loose,Nelly Furtado,2006-01-01,223080,84,0.0476,0.872,0.872,0.00112,0.0543,-6.328,0.809,0.139,116.948,4
475,3CNqo3gYrfexdrtjFmC9he,Where Is The Love?,Elephunk,Black Eyed Peas,2003,272533,1,0.11,0.834,0.696,0.0,0.13,-3.224,0.804,0.197,94.09,4
476,5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream,Walking On A Dream (10th Anniversary Edition),Empire Of The Sun,2008-10-03,198440,82,0.257,0.871,0.701,7.52e-06,0.0589,-5.594,0.716,0.0458,126.975,4
477,6brl7bwOHmGFkNw3MBqssT,So Sick,In My Own Words,Ne-Yo,2006-01-01,207186,83,0.246,0.452,0.574,0.0,0.189,-8.336,0.58,0.31,92.791,4
478,244AvzGQ4Ksa5637JQu5Gy,You've Got The Love,Lungs (Deluxe Version),Florence + The Machine,2009,168666,80,0.00481,0.574,0.694,0.0,0.102,-4.697,0.401,0.0327,109.85,4
479,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,The Fame,Lady Gaga,2008-01-01,241933,83,0.0264,0.822,0.739,4.26e-05,0.181,-4.541,0.745,0.0311,118.992,4
480,5eGIPZ3Fp5SwArVYWWnVaB,Can't Help,Can't Help,AVAN HAVEN,2023-12-01,138591,22,0.612,0.796,0.661,2.71e-06,0.114,-4.592,0.593,0.0381,141.981,4
481,0W4NhJhcqKCqEP2GIpDCDq,Love,The Way It Is,Keyshia Cole,2005-01-01,255333,87,0.064,0.688,0.519,0.0,0.1,-4.285,0.318,0.0283,116.714,4
482,4dyx5SzxPPaD8xQIid5Wjj,Young Folks,Writer's Block,Peter Bjorn and John,2006-01-01,276693,80,0.0164,0.699,0.812,0.000763,0.105,-6.005,0.662,0.0377,138.185,4
483,0dNPpDFdvzj6XFIRzg2hmp,Bananza (Belly Dancer),Trouble,Akon,2004-01-01,238493,0,0.0345,0.878,0.699,3.37e-06,0.755,-5.897,0.666,0.132,104.838,4
484,3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,No More Drama,Mary J. Blige,2001-08-28,265866,82,0.132,0.911,0.551,4.12e-05,0.0863,-3.75,0.969,0.0449,92.887,4
485,70ludZZEUJy1aFVkPI0Kpi,Drop It Like It's Hot,R&G (Rhythm & Gangsta): The Masterpiece,Snoop Dogg,2004-01-01,266066,1,0.169,0.892,0.628,0.0,0.102,-3.832,0.676,0.216,92.063,4
486,0eGsygTp906u18L0Oimnem,Mr. Brightside,Hot Fuss,The Killers,2004-06-15,222075,0,0.00113,0.351,0.928,0.0,0.0988,-3.71,0.239,0.0759,148.03,4
487,2gam98EZKrF9XuOkU13ApN,Promiscuous,Loose,Nelly Furtado,2006-01-01,242293,87,0.0569,0.808,0.97,6.13e-05,0.154,-6.098,0.868,0.0506,114.328,4
488,5kOXAhj7mQfAy8W1yg3cTO,What Everyone Says,What Everyone Says,AVAN HAVEN,2022-03-25,110807,21,0.257,0.592,0.604,0.0,0.125,-6.601,0.258,0.0244,95.37,4
489,4hrae8atte6cRlSC9a7VCO,Always On Time,Pain Is Love,Ja Rule,2001-01-01,245133,4,0.208,0.839,0.706,0.0,0.242,-6.104,0.839,0.199,96.673,4
490,6CFPFnS9EcLs2I0nWqtWci,Because Of You,Because Of You,Ne-Yo,2007-01-01,266840,79,0.528,0.81,0.538,0.0,0.0951,-5.784,0.828,0.0356,109.97,4
491,2CEgGE6aESpnmtfiZwYlbV,Dynamite,The Rokstarr Hits Collection,Taio Cruz,2010-01-01,202613,79,0.00379,0.751,0.783,0.0,0.036,-3.724,0.816,0.0859,119.975,4
492,4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,Songs About Jane: 10th Anniversary Edition,Maroon 5,2002,259453,85,0.228,0.651,0.663,0.0,0.0994,-5.569,0.465,0.0281,102.0,4
493,4NOZ35Dhucr6UlVyLOtktd,Dangerous,Not 4 Sale,Kardinal Offishall,2008-01-01,246053,77,0.00437,0.949,0.79,0.0,0.0816,-5.957,0.807,0.0756,117.002,4
494,07K4GcCDSTiXUF5ssyTRUM,The Sweet Escape,The Sweet Escape,Gwen Stefani,2006-01-01,246466,74,0.191,0.756,0.77,0.0,0.178,-3.502,0.73,0.0343,119.961,4
495,5i66xrvSh1MjjyDd6zcwgj,Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,2007-03-31,275986,70,0.0101,0.581,0.827,0.0,0.0522,-4.566,0.549,0.141,174.013,4
496,3PVpb4ROt4g73dSl2wLPYG,Far Away,Far Away,AVAN HAVEN,2023-09-29,137142,18,0.357,0.936,0.294,0.000617,0.104,-13.242,0.529,0.0846,126.027,4
497,3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,202066,85,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.47,0.042,96.021,4
498,3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,The Marshall Mathers LP,Eminem,2000-05-23,284200,90,0.0302,0.949,0.661,0.0,0.0454,-4.244,0.76,0.0572,104.504,4
499,2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,The Blueprint 3,JAY-Z,2009-09-08,276920,86,0.0295,0.491,0.956,0.0,0.46,-1.538,0.811,0.392,173.585,4
500,005lwxGU1tms6HGELIcUv9,I Kissed A Girl,One Of The Boys,Katy Perry,2008-06-17,179640,74,0.00223,0.699,0.76,0.0,0.132,-3.173,0.696,0.0677,129.996,4
501,4nthV2eZAXnt4yiJMocLkG,Dilemma,Nellyville (Explicit Version),Nelly,2002-06-25,289173,0,0.18,0.73,0.552,6.14e-05,0.224,-8.177,0.613,0.146,168.091,4
502,1Bt6TZfF8FSqdiHPN0vy4u,It Wasn't Me,Hot Shot,Shaggy,2000-08-08,227600,0,0.045,0.852,0.616,0.0,0.321,-4.728,0.685,0.0747,94.758,4
503,5Nu1cp2yi4TlZF4KTmElFD,Fergalicious,The Dutchess,Fergie,2006-09-13,292373,62,0.0576,0.906,0.584,0.0,0.128,-7.72,0.831,0.316,129.055,4
504,4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,Be Not Nobody,Vanessa Carlton,2002-04-30,237493,81,0.323,0.56,0.825,0.0,0.161,-3.862,0.268,0.0379,94.931,4
505,6YvqWjhGD8mB5QXcbcUKtx,Love Story (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,235766,82,0.13,0.627,0.792,3.97e-06,0.0845,-4.311,0.415,0.031,119.054,4
506,5brLaE0eSuYjGWVvS2AfCd,Losin' Sleep,Losin' Sleep,AVAN HAVEN,2022-07-04,133090,16,0.117,0.716,0.597,1.49e-05,0.326,-7.632,0.582,0.0329,140.062,4
507,6zMUIb4uce1CzpbjR3vMdN,Foolish,Ashanti,Ashanti,2002-01-01,227386,78,0.347,0.665,0.695,0.0,0.106,-5.763,0.707,0.0532,90.119,4
508,2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,2006-01-01,215360,83,0.167,0.739,0.511,1.34e-06,0.133,-7.844,0.542,0.0362,96.038,4
509,7BHPGtpuuWWsvE7cCaMuEU,Naive,Inside In / Inside Out,The Kooks,2006-01-01,203506,80,0.0759,0.391,0.808,0.0,0.149,-6.209,0.737,0.0892,100.304,4
510,428lSKYV9R5f5d4XGOeniY,Apologize,Dreaming Out Loud (Deluxe),OneRepublic,2007-11-20,208106,55,0.363,0.593,0.74,2.22e-05,0.102,-6.12,0.502,0.0339,118.008,4
511,4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,All That We Needed,Plain White T's,2005-01-01,232533,82,0.872,0.656,0.291,0.0,0.114,-10.572,0.298,0.0293,103.971,4
512,0Xxww5aUyamJlEm8GkP21i,Scar,The Sound Of White,Missy Higgins,2004-01-01,213733,59,0.378,0.653,0.789,0.0,0.276,-5.669,0.834,0.0522,91.787,4
513,1lkvpmrCaXK8QtliFDcHBO,Bubbly,Coco,Colbie Caillat,2007-01-01,196226,77,0.594,0.688,0.477,0.0,0.115,-6.684,0.257,0.036,127.866,4
514,11bD1JtSjlIgKgZG2134DZ,Chasing Cars,Eyes Open,Snow Patrol,2006-01-01,267933,4,0.209,0.563,0.592,5.08e-05,0.132,-4.571,0.136,0.0276,104.016,4
515,27L8sESb3KR79asDUBu8nW,Stacy's Mom,Welcome Interstate Managers,Fountains Of Wayne,2003-01-01,197986,77,0.00207,0.774,0.75,1.78e-05,0.0808,-4.927,0.927,0.0412,118.015,4
516,44j5DRoVelcWEFFISLkl6R,Gimme Gimme Love,Gimme Gimme Love,AVAN HAVEN,2022-11-03,138305,16,0.0889,0.805,0.553,0.0365,0.0897,-8.924,0.608,0.106,118.066,4
517,3kMrazSvILsgcwtidZd1Qd,Bulletproof,La Roux,La Roux,2009,205733,75,0.000441,0.674,0.882,6.47e-05,0.068,-2.771,0.682,0.0477,123.016,4
518,2SDx0PooHZI1SQKR0y44bs,Grace Kelly,Life In Cartoon Motion,MIKA,2006-01-01,187733,75,0.0242,0.675,0.828,0.0102,0.364,-5.799,0.669,0.0454,122.229,4
519,1AdYZ6X00nXmO613Y7GJOl,I Miss You,blink-182,blink-182,2003-11-01,227250,72,0.00113,0.423,0.714,6.28e-06,0.0855,-8.295,0.593,0.045,110.017,4
520,4bJygwUKrRgq1stlNXcgMg,All The Things She Said,200 KM/H In The Wrong Lane (10th Anniversary Edition),t.A.T.u.,2002,214440,79,0.0411,0.603,0.834,0.00609,0.105,-5.766,0.376,0.0417,89.957,4
521,5rii6DGlyc2peUQy2G0zzr,All Night,All Night,AVAN HAVEN,2022-06-03,143496,15,0.197,0.591,0.46,0.000352,0.356,-11.068,0.668,0.038,142.931,4
522,1oagRT7LfpVlNJN6FSZDGp,"This Ain't A Scene, It's An Arms Race",Infinity On High,Fall Out Boy,2007-01-01,212040,73,0.000747,0.435,0.887,0.0,0.0327,-4.07,0.408,0.0636,199.935,4
523,2iXdwVdzA0KrI2Q0iZNJbX,Better Together,In Between Dreams,Jack Johnson,2005-01-01,207680,78,0.298,0.871,0.346,9.24e-06,0.108,-9.481,0.659,0.0522,110.054,4
524,1L5tZi0izXsi5Kk5OJf4W0,Rehab,Back To Black,Amy Winehouse,2006-10-27,213760,67,0.0473,0.434,0.872,1.83e-06,0.396,-2.974,0.732,0.0702,71.515,4
525,5D2mYZuzcgjpchVY1pmTPh,Candy Shop,The Massacre,50 Cent,2005-03-03,209106,84,0.0253,0.614,0.574,3.2e-05,0.38,-7.961,0.755,0.466,125.173,5
526,2yoCk1xYdULGPV1143r7CB,Joker And The Thief,Wolfmother,Wolfmother,2006-01-01,280466,61,0.0452,0.264,0.78,0.0222,0.376,-2.741,0.456,0.0517,155.376,4
527,3DamFFqW32WihKkTVlwTYQ,Fireflies,Ocean Eyes,Owl City,2009-01-01,228346,81,0.0275,0.512,0.662,0.0,0.118,-6.797,0.472,0.0439,180.114,4
528,16MJqq0vEuW6GRX6faetTm,Whole Again,Right Now,Atomic Kitten,2001-10-23,185013,68,0.0844,0.747,0.706,0.00355,0.174,-4.653,0.567,0.0413,94.019,4
529,2dxjKgT0li4qBI3QwuN9Ih,Touch The Sky,Late Registration,Kanye West,2005-08-30,236600,77,0.0114,0.552,0.846,0.0,0.309,-4.912,0.554,0.342,98.56,1
530,5OQGeJ1ceykovrykZsGhqL,Breathless,In Blue,The Corrs,2000-07-17,207506,73,0.0541,0.607,0.82,6.8e-05,0.269,-7.754,0.768,0.0597,126.988,4
531,7rwIIppsOOhoAi9RSak73J,Up On The Moon,Up On The Moon,AVAN HAVEN,2022-03-10,140571,14,0.358,0.569,0.742,3.51e-05,0.148,-6.476,0.37,0.0313,140.035,4
532,3qKGvSu1inEZKwYQnMavNA,Smack That,Konvicted,Akon,2006,212360,1,0.317,0.94,0.743,0.0,0.0909,-5.166,0.932,0.0475,118.988,4
533,0BxfFnk0YzONqvmrkO0QrB,Don't Cha,PCD,The Pussycat Dolls,2005-01-01,272080,76,0.00542,0.875,0.631,2.54e-06,0.127,-3.475,0.549,0.099,120.003,4
534,66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),souljaboytellem.com,Soulja Boy,2007-01-01,221933,79,0.515,0.736,0.74,0.0,0.0468,-2.18,0.803,0.0786,140.141,4
535,3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind,Scorpion,Eve,2001-01-01,230133,79,0.242,0.908,0.557,0.0,0.0709,-4.243,0.897,0.107,90.032,4
536,6jWLyg8AuMQ9LtIB2UlfOF,Hanging By A Moment,No Name Face,Lifehouse,2000-01-01,216360,67,0.000966,0.537,0.858,0.0,0.0812,-4.903,0.502,0.0349,124.599,4
537,4vp2J1l5RD4gMZwGFLfRAu,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009-01-01,289133,3,0.0873,0.743,0.766,0.0,0.509,-6.375,0.61,0.0265,127.96,4
538,6epn3r7S14KUqlReYr77hA,Baby,My World 2.0,Justin Bieber,2010-01-01,214240,86,0.0401,0.728,0.859,0.0,0.111,-5.237,0.535,0.137,65.043,4
539,0bSxKARnwaB26e0926YpgD,Lust,Lust,AVAN HAVEN,2022-08-19,124551,14,0.416,0.746,0.62,0.0,0.12,-9.009,0.936,0.0363,144.894,4
540,69xZrRwScYMhlCMcxrF958,Luxurious,Love Angel Music Baby,Gwen Stefani,2004-11-22,264920,66,0.154,0.811,0.726,0.0,0.116,-3.995,0.666,0.0813,131.027,4
541,5zF2zGPkL6Ipsn9AfAK6RP,This Love,Songs About Jane,Maroon 5,2002-06-25,206200,0,0.0551,0.714,0.868,0.0,0.0987,-4.596,0.78,0.0363,95.05,4
542,4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,Music Of The Sun,Rihanna,2005-08-29,246960,83,0.000155,0.779,0.64,0.00077,0.101,-8.415,0.498,0.159,99.019,4
543,7LP4Es66zdY7CyjepqmvAg,Down,All Or Nothing,Jay Sean,2009-01-01,212106,1,0.0108,0.657,0.695,0.0,0.0822,-4.493,0.683,0.0321,65.997,4
544,455AfCsOhhLPRc68sE01D8,Last Friday Night (T.G.I.F.),Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,230746,76,0.00125,0.649,0.815,4.31e-05,0.671,-3.796,0.765,0.0415,126.03,4
545,4KTtYhxFtFL7mBwnjkKfLm,Glamorous,The Dutchess,Fergie,2006-09-13,246573,74,0.291,0.81,0.755,0.0,0.0857,-6.408,0.625,0.199,130.991,4
546,73uiwqLq6aYaZIBm7d5nmS,Little More,Little More,AVAN HAVEN,2022-09-30,112941,13,0.306,0.574,0.418,0.0,0.0542,-13.19,0.773,0.0384,169.829,4
547,13pyGLYmBjYgvOMIEivX2K,I Don't Feel Like Dancin',Ta Dah,Scissor Sisters,2006-01-01,288360,61,0.018,0.71,0.917,0.0,0.335,-3.385,0.83,0.0287,108.031,4
548,1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,Late Registration,Kanye West,2005-08-30,207626,85,0.0195,0.629,0.696,0.0,0.0554,-5.572,0.623,0.348,93.034,4
549,1PAgmT6YqGhd6zT9kN9gIo,Hero,Escape,Enrique Iglesias,2001-01-01,264240,72,0.136,0.346,0.641,8.4e-06,0.108,-5.627,0.159,0.0504,77.281,4
550,0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,All That You Can't Leave Behind,U2,2000-01-01,248400,78,0.0154,0.536,0.928,0.00134,0.2,-6.492,0.389,0.0589,136.258,4
551,2P9lGiFMjKT6CGKVAjWia4,The Right Thing,The Right Thing,AVAN HAVEN,2022-06-27,127090,13,0.508,0.78,0.525,0.0,0.176,-8.358,0.563,0.0334,139.971,4
552,0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,Love Angel Music Baby,Gwen Stefani,2004-11-22,199853,75,0.35,0.926,0.916,6.17e-06,0.0234,-2.221,0.904,0.0929,110.007,4
